Sentence: 469,indeedcomrShabnam-Saba,O,
Sentence: 470,dc70fc366accb67f,O,
Sentence: 471,To,O,
Sentence: 472,understand,O,
Sentence: 473,the,O,
Sentence: 474,organization,O,
Sentence: 475,and,O,
Sentence: 476,to,O,
Sentence: 477,identify,O,
Sentence: 478,its,O,
Sentence: 479,needs,O,
Sentence: 480,and,O,
Sentence: 481,correlate,O,
Sentence: 482,them,O,
Sentence: 483,with,O,
Sentence: 484,my,O,
Sentence: 485,goals,O,
Sentence: 486,so,O,
Sentence: 487,as,O,
Sentence: 488,to,O,
Sentence: 489,apply,O,
Sentence: 490,myself,O,
Sentence: 491,to,O,
Sentence: 492,responsibility,O,
Sentence: 493,with,O,
Sentence: 494,total,B-Quality,
Sentence: 495,dedication,I-Quality,
Sentence: 496,and,I-Quality,
Sentence: 497,dynamism,I-Quality,
Sentence: 498,so,O,
Sentence: 499,as,O,
Sentence: 500,to,O,
Sentence: 501,grow,O,
Sentence: 502,along,O,
Sentence: 503,with,O,
Sentence: 504,the,O,
Sentence: 505,organization,O,
Sentence: 506,Past,O,
Sentence: 507,Organization,O,
Sentence: 508,Tata,B-Companies worked at,
Sentence: 509,Consultancy,I-Companies worked at,
Sentence: 510,Services,I-Companies worked at,
Sentence: 511,as,O,
Sentence: 512,SAP,B-Skills,
Sentence: 513,CRM,I-Skills,
Sentence: 514,functional,I-Skills,
Sentence: 515,consultant,I-Skills,
Sentence: 516,(July,B-Years of Experience,
Sentence: 517,2014,I-Years of Experience,
Sentence: 518,-,I-Years of Experience,
Sentence: 519,Jan,I-Years of Experience,
Sentence: 520,2016),I-Years of Experience,
Sentence: 521,SAP,B-Companies worked at,
Sentence: 522,Labs,I-Companies worked at,
Sentence: 523,India,I-Companies worked at,
Sentence: 524,(from,O,
Sentence: 525,Feb,B-Years of Experience,
Sentence: 526,2011,I-Years of Experience,
Sentence: 527,-,I-Years of Experience,
Sentence: 528,June,I-Years of Experience,
Sentence: 529,2014),I-Years of Experience,
Sentence: 530,Cognizant,B-Companies worked at,
Sentence: 531,Technology,I-Companies worked at,
Sentence: 532,Solutions,I-Companies worked at,
Sentence: 533,(May,B-Years of Experience,
Sentence: 534,2010,I-Years of Experience,
Sentence: 535,-,I-Years of Experience,
Sentence: 536,October,I-Years of Experience,
Sentence: 537,2010),I-Years of Experience,
Sentence: 538,WORK,O,
Sentence: 539,EXPERIENCE,O,
Sentence: 540,Offshore,B-Designation,
Sentence: 541,SAP,I-Designation,
Sentence: 542,CRM,I-Designation,
Sentence: 543,Functional,I-Designation,
Sentence: 544,Consultant,I-Designation,
Sentence: 545,SAP,B-Companies worked at,
Sentence: 546,AG,I-Companies worked at,
Sentence: 547,July,B-Years of Experience,
Sentence: 548,2014,I-Years of Experience,
Sentence: 549,to,O,
Sentence: 550,January,B-Years of Experience,
Sentence: 551,2016,I-Years of Experience,
Sentence: 552,Description,O,
Sentence: 553,The,O,
Sentence: 554,project,O,
Sentence: 555,involves,O,
Sentence: 556,SAP,B-Skills,
Sentence: 557,IT,B-Skills,
Sentence: 558,support,O,
Sentence: 559,with,O,
Sentence: 560,respect,O,
Sentence: 561,to,O,
Sentence: 562,AGS,O,
Sentence: 563,and,O,
Sentence: 564,SAP,B-Skills,
Sentence: 565,Cloud,I-Skills,
Sentence: 566,Process,O,
Sentence: 567,SAP,B-Skills,
Sentence: 568,IT,B-Skills,
Sentence: 569,support,O,
Sentence: 570,involves,O,
Sentence: 571,handling,B-Skills,
Sentence: 572,incident,I-Skills,
Sentence: 573,and,O,
Sentence: 574,service,B-Skills,
Sentence: 575,requests,I-Skills,
Sentence: 576,from,O,
Sentence: 577,SAP,B-Skills,
Sentence: 578,CRM,I-Skills,
Sentence: 579,users,I-Skills,
Sentence: 580,and,O,
Sentence: 581,customers,I-Skills,
Sentence: 582,across,O,
Sentence: 583,the,O,
Sentence: 584,globe,O,
Sentence: 585,Responsibilities,O,
Sentence: 586,Problem,O,
Sentence: 587,Analysing,O,
Sentence: 588,and,O,
Sentence: 589,Handling,B-Skills,
Sentence: 590,Tickets,I-Skills,
Sentence: 591,of,O,
Sentence: 592,SAP,B-Skills,
Sentence: 593,CRM,I-Skills,
Sentence: 594,(AGS,B-Skills,
Sentence: 595,and,O,
Sentence: 596,Cloud,B-Skills,
Sentence: 597,process),I-Skills,
Sentence: 598,Handling,O,
Sentence: 599,incident,O,
Sentence: 600,and,O,
Sentence: 601,providing,O,
Sentence: 602,solution,O,
Sentence: 603,within,O,
Sentence: 604,SLA,B-Skills,
Sentence: 605,time,I-Skills,
Sentence: 606,frame,O,
Sentence: 607,Configuring,B-Skills,
Sentence: 608,the,O,
Sentence: 609,system,O,
Sentence: 610,to,O,
Sentence: 611,resolve,O,
Sentence: 612,the,O,
Sentence: 613,issues,O,
Sentence: 614,Worked,O,
Sentence: 615,on,O,
Sentence: 616,changes,O,
Sentence: 617,to,O,
Sentence: 618,the,O,
Sentence: 619,functional,B-Skills,
Sentence: 620,specifications,I-Skills,
Sentence: 621,required,O,
Sentence: 622,as,O,
Sentence: 623,per,O,
Sentence: 624,the,O,
Sentence: 625,clients,B-Skills,
Sentence: 626,requirement,O,
Sentence: 627,Preparing,O,
Sentence: 628,test,B-Skills,
Sentence: 629,cases,I-Skills,
Sentence: 630,and,O,
Sentence: 631,taking,O,
Sentence: 632,approval,O,
Sentence: 633,from,O,
Sentence: 634,client,O,
Sentence: 635,before,O,
Sentence: 636,moving,O,
Sentence: 637,new,B-Skills,
Sentence: 638,changes,I-Skills,
Sentence: 639,to,O,
Sentence: 640,production,O,
Sentence: 641,Coordinated,O,
Sentence: 642,with,O,
Sentence: 643,the,O,
Sentence: 644,technical,B-Skills,
Sentence: 645,team,O,
Sentence: 646,in,O,
Sentence: 647,solving,O,
Sentence: 648,the,O,
Sentence: 649,tickets,B-Skills,
Sentence: 650,Quality,B-Designation,
Sentence: 651,Engineer,I-Designation,
Sentence: 652,SAP,B-Companies worked at,
Sentence: 653,Labs,I-Companies worked at,
Sentence: 654,July,B-Years of Experience,
Sentence: 655,2002,I-Years of Experience,
Sentence: 656,to,O,
Sentence: 657,January,B-Years of Experience,
Sentence: 658,2014,I-Years of Experience,
Sentence: 659,Responsibilities,O,
Sentence: 660,Worked,O,
Sentence: 661,in,O,
Sentence: 662,configuring,B-Skills,
Sentence: 663,and,O,
Sentence: 664,testing,B-Skills,
Sentence: 665,different,B-Skills,
Sentence: 666,areas,B-Skills,
Sentence: 667,of,O,
Sentence: 668,Framework,O,
Sentence: 669,Nav,O,
Sentence: 670,Bar,B-Skills,
Sentence: 671,Word,NER Label,
Sentence: 672,Sarfaraz,B-Name,
Sentence: 673,Ahmad,I-Name,
Sentence: 674,Associate,B-Designation,
Sentence: 675,network,I-Designation,
Sentence: 676,engineer,I-Designation,
Sentence: 677,-,O,
Sentence: 678,TATA,B-Companies worked at,
Sentence: 679,Communications,I-Companies worked at,
Sentence: 680,Ltd,I-Companies worked at,
Sentence: 681,Muzaffarpur,B-Location,
Sentence: 682,Bihar,I-Location,
Sentence: 683,Email,O,
Sentence: 684,me,O,
Sentence: 685,on,O,
Sentence: 686,Indeed,O,
Sentence: 687,indeedcomrSarfaraz-Ahmad,O,
Sentence: 688,1498048ada755ac3,O,
Sentence: 689,Cisco,B-Skills,
Sentence: 690,Certified,I-Skills,
Sentence: 691,Internetwork,I-Skills,
Sentence: 692,Associate,I-Skills,
Sentence: 693,in,O,
Sentence: 694,Routing,B-Skills,
Sentence: 695,&,I-Skills,
Sentence: 696,Switching,I-Skills,
Sentence: 697,with,O,
Sentence: 698,progressive,O,
Sentence: 699,experience,O,
Sentence: 700,in,O,
Sentence: 701,deployment,O,
Sentence: 702,and,O,
Sentence: 703,administration,O,
Sentence: 704,of,O,
Sentence: 705,Network,B-Skills,
Sentence: 706,infrastructure,I-Skills,
Sentence: 707,I,O,
Sentence: 708,am,O,
Sentence: 709,looking,O,
Sentence: 710,for,O,
Sentence: 711,opportunities,O,
Sentence: 712,to,O,
Sentence: 713,further,O,
Sentence: 714,improve,O,
Sentence: 715,my,O,
Sentence: 716,abilities,O,
Sentence: 717,&,O,
Sentence: 718,skills,O,
Sentence: 719,in,O,
Sentence: 720,the,O,
Sentence: 721,field,O,
Sentence: 722,of,O,
Sentence: 723,Network,B-Skills,
Sentence: 724,and,O,
Sentence: 725,Security,B-Skills,
Sentence: 726,technologies,I-Skills,
Sentence: 727,Professional,O,
Sentence: 728,2.5,B-Years of Experience,
Sentence: 729,years,I-Years of Experience,
Sentence: 730,of,O,
Sentence: 731,experience,O,
Sentence: 732,in,O,
Sentence: 733,network,B-Skills,
Sentence: 734,Implementation,I-Skills,
Sentence: 735,&,I-Skills,
Sentence: 736,Troubleshooting,I-Skills,
Sentence: 737,in,O,
Sentence: 738,local,O,
Sentence: 739,and,O,
Sentence: 740,remote,O,
Sentence: 741,environments,O,
Sentence: 742,Well,O,
Sentence: 743,accented,O,
Sentence: 744,with,O,
Sentence: 745,the,O,
Sentence: 746,key,O,
Sentence: 747,IT,B-Skills,
Sentence: 748,skills,I-Skills,
Sentence: 749,in,O,
Sentence: 750,the,O,
Sentence: 751,domain,O,
Sentence: 752,of,O,
Sentence: 753,LAN/WAN/Network,B-Skills,
Sentence: 754,Security,I-Skills,
Sentence: 755,installation,I-Skills,
Sentence: 756,&,I-Skills,
Sentence: 757,configuration,I-Skills,
Sentence: 758,of,O,
Sentence: 759,IT,B-Skills,
Sentence: 760,networks,I-Skills,
Sentence: 761,maintenance,I-Skills,
Sentence: 762,&,I-Skills,
Sentence: 763,troubleshooting,I-Skills,
Sentence: 764,Potential,O,
Sentence: 765,of,O,
Sentence: 766,handling,O,
Sentence: 767,multiple,O,
Sentence: 768,tasks,O,
Sentence: 769,easily,O,
Sentence: 770,and,O,
Sentence: 771,capable,O,
Sentence: 772,of,O,
Sentence: 773,meeting,O,
Sentence: 774,deadlines,O,
Sentence: 775,Possess,O,
Sentence: 776,excellent,B-Quality,
Sentence: 777,interpersonal,I-Quality,
Sentence: 778,communications,I-Quality,
Sentence: 779,and,I-Quality,
Sentence: 780,organizational,I-Quality,
Sentence: 781,skills,I-Quality,
Sentence: 782,WORK,O,
Sentence: 783,EXPERIENCE,O,
Sentence: 784,Associate,B-Designation,
Sentence: 785,network,I-Designation,
Sentence: 786,engineer,I-Designation,
Sentence: 787,TATA,B-Companies worked at,
Sentence: 788,Communications,I-Companies worked at,
Sentence: 789,Ltd,I-Companies worked at,
Sentence: 790,Pune,B-Location,
Sentence: 791,Maharashtra,I-Location,
Sentence: 792,March,B-Years of Experience,
Sentence: 793,2017,I-Years of Experience,
Sentence: 794,to,O,
Sentence: 795,Present,I-Years of Experience,
Sentence: 796,Department,O,
Sentence: 797,CMIP,I-Designation,
Sentence: 798,(IP,I-Designation,
Sentence: 799,Provisioning),I-Designation,
Sentence: 800,Responsibilities,O,
Sentence: 801,Working,O,
Sentence: 802,on,O,
Sentence: 803,Alcatel,B-Skills,
Sentence: 804,Migration,I-Skills,
Sentence: 805,project,I-Skills,
Sentence: 806,for,O,
Sentence: 807,Tata,B-Skills,
Sentence: 808,Communications,I-Skills,
Sentence: 809,Ltd,I-Skills,
Sentence: 810,responsible,O,
Sentence: 811,for,O,
Sentence: 812,provisioning,O,
Sentence: 813,and,O,
Sentence: 814,migrating,O,
Sentence: 815,customer,B-Skills,
Sentence: 816,services,I-Skills,
Sentence: 817,from,O,
Sentence: 818,Cisco,B-Skills,
Sentence: 819,(7200/7600),I-Skills,
Sentence: 820,Juniper,I-Skills,
Sentence: 821,(MX104),I-Skills,
Sentence: 822,to,O,
Sentence: 823,Alcatel,B-Skills,
Sentence: 824,provider,I-Skills,
Sentence: 825,edge,I-Skills,
Sentence: 826,router,I-Skills,
Sentence: 827,(SR,I-Skills,
